sentence_id	essay_id	sentence_txt	idx_in_essay
32690	4700	The topic of censorship in schools is also a very sensitive one, especially with younger kids	16
32691	4700	As Katherine Paterson pointed out, if every parent had the right to remove a book that they thought was not suitable, then eventually there would be nothing left	17
32692	4700	Many parents are uneasy with the thought of their child being taught things like sexual education, but on the other hand, there are also the parents who appreciate it	18
32693	4700	They do so not because it saves them time, but because certain explicit topics - to an extent - can help someone mature if it's done in a controlled environment	19
32694	4700	Years ago, it was not uncommon to see censorship in the media	20
32695	4700	It could range from saying 'intercourse' to replace 'sex' or it could be something like extreme propoganda	21
32696	4700	There's a reason that our consitution protects freedom of speech	22
32697	4700	No matter how appauling someone @MONTH1 find a topic, it usually has some type of informative purpose	23
32698	4700	Otherwise, it probably wouldn't have gotten issued	24
32699	4700	Choosing what is and isn't offensive is a matter of opinion	25
32700	4700	As previously stated, no two humans are exactly the same, and their opinions won't be either	26
32701	4700	So this means that if one person out of a group is allowed to dispose of or censor whatever they find necessary, it must be recognized that some portion of the remaining people will be unsatisfied	27
32702	4700	This is usually where people will claim that the law protects their freedom of speech	28
32703	4700	In the end, the media is largely for entertainment	29
32704	4700	It provides numerous shows and articles, with a huge array of topics	30
32705	4700	This goes to show that if one should find something offensive, it doesn't mean they have to rip it off the shelves and complain	31
32706	4700	it simply means they have the opportunity look elsewhere	32
32707	4701	@CAPS1 are many prespectives on censorship in our country	0
32708	4701	Thats just how our country is we have different oppinions on everything we do	1
32709	4701	But we have to live with it, @CAPS1 are many different prespectives that come from old, young, parents, and children	2
32710	4701	In libraries @CAPS1 are some books,music, etc that @MONTH1 be offensive to people	3
32711	4701	But we all have different oppinions therefore we can never listen to one pupil	4
32712	4701	Or it would start a fight between people that disagree with him/her	5
32713	4701	I think people that go into the library should be mature about what goes on in @CAPS1 otherwise they shouldn't be in @CAPS1 looking at whatever they are wanting to read about	6
32714	4701	The library is opened for the public and has lots of knowledge it shares with us	7
32715	4701	But if we get rid of all the censorship then it denies people knowledge	8
32716	4701	The books that they would get rid of would be because of the children	9
32717	4701	Because parents don't want children to look @NUM1+ material that is not appropriate for them so they try to keep it hidden	10
32718	4701	I think we should keep censorship around because it would deny knowledge to people if we did not keep it	11
32719	4701	And we should remind parents that some things in the library is not suitable for childrens eyes and let them be responsable for what thier children look at.	12
32720	4702	I do not think that a random stranger should have the right to decide what books to allow in a public library	0
32721	4702	If they have a problem with certain material in certiain books they should bring it to the attention of the library	1
32722	4702	The auther who wrote that book has the freedom of speech, and they are allowed to write anything that they would like to write	2
32723	4702	If somebody did not want their children looking at a book, or reading that book, then they should just tell their child to stay away from it, and if they raised their child properly, he or she should respect those boundries that the parents have set	3
32724	4702	However, I think there should be a line drawn about what is too graphic to be displayed at a public library	4
32725	4702	Some magazines that contain graphic material are very educational, such as @ORGANIZATION1	5
32726	4702	On the other hand, I am not saying that we should be lining shelves with @CAPS1 magazines either	6
32727	4702	There is a difference between having books that educate children about other cultures, and those that educate them about sex and explicit material	7
32728	4702	It is the adults job to protect their children from material such as that	8
32729	4702	But they can do it in another way, other than taking the book off the shelf	9
32730	4702	Even if the book is filled with drugs or nudity, the concerned parent cannot just take actions into their own hands	10
32731	4702	The owner of the library is the adult that gets to decide what types of books or magazines he or she allows in the library, not the customers	11
32732	4702	I think that if you are offended by a certain book at a library, you should bring it to the attention of the owner, or simply go to a different library	12
32733	4702	If the owner refuses to remove the item from the shelf and the material offends you that much, you could go to court and plead your case to the judge	13
32734	4702	But you have no right to remove a book from a shelf that does not belong to you.	14
32735	4703	When picking a book, music, movie, and magazines from the library it's always a hard decision because you @MONTH1 be like me and want to read more than one book at a time	0
32736	4703	Books that are found offensive are more interesting than just plain boring books	1
32737	4703	So why would anybody take books off the shelf for being offensive	2
32738	4703	When children pick books from the library you want to make sure their kids books and you @MONTH1 also want to check to see if their educational	3
32739	4703	You definitely wouldn't want a little kid getting ahold of an adult book or a book that is found offensive in some way	4
32740	4703	So have an adult section and a kids section	5
32741	4703	When we walk into a library full of books, theirs a huge variety of any kind of books	6
32742	4703	We would lower the use of going to the library if books were takin off the shelves because their wouldn't be any use of going	7
32743	4703	If your not going to find a book there, why go to the library anymore	8
32744	4703	The last reason to not take books off the shelfs is people that can not afford to buy a book from anywhere obviously come to the library to borrow a book	9
32745	4703	So taking books away would just limit their learning and would not be very benificial to them	10
32746	4703	The only reason that I would find it okay to take offensive books and anything else off shelves is for childrens sake and safety	11
32747	4703	If the library's are thinking about taking offensive books off shelves, they should have a public vote to see what everyone else thinks about it	12
32748	4703	If they decide to take books off the shelves, why not just have an adult section in the library	13
32749	4703	Anybody that is @NUM1 years of age or older could be in there	14
32750	4703	So make finding a book easier and don't take our offensive books completely away from us	15
32751	4704	'All of us can think of a book that we hope none of our children or any other children have taken off the shelf.' Katherine Paterson	0
32752	4704	Katherine Paterson is an auther who, like the quote from her, believes that some books should never reach the hands of children	1
32753	4704	Does everyone believe the same way,no	2
32754	4704	I am one of those few people who believe that no one should have the right to remove a book simply because they find the book offensive	3
32755	4704	Your an old fashion woman who believes in old fashion ideals such as no cursing or violence	4
32756	4704	You, as this woman, pick up a book and read the first page, on this page you see cursing and deside to remove all books with violence or cursing from the library	5
32757	4704	The library soon becomes half empty because of one woman and her belifs	6
32758	4704	Belifs are a wonderful thing ouside of reading and can make you who you want to be	7
32759	4704	Books do not, in my opinion, have belifs	8
32760	4704	This is true for some books but a book where someone runs from danger or flys into the sky, those are not belifs those are dreams and no one can crush dreams offensive or not	9
32761	4704	I compair books to dreams simply for the fact that they are dreams, the dreams of the authers who wrote them and wanted to share that dream with the world	10
32762	4704	Telling a person they can not publish there book simply because another person finds it affensive is telling the auther your dream is offensive	11
32763	4704	If you do not want your child to share this book of dreams then do not let your child pick up the book	12
32764	4704	You are the parent of the child who picks up this book then you can protect it from the offensive danger it holds like you protect it from the dangers of strangers in the real world	13
32765	4704	Authers do not always write for the sake of everyone	14
32766	4704	Authers do not write for one woman, one man, one child, authers write for those who share a similer dream	15
32767	4704	If you do not share the same dream as the auther that is fine, no one is forcing you to share in there sometimes dark and sometimes amazing dreams	16
32768	4704	Authers write because they wish to write, to express themselfs in ways only words and storys can	17
32769	4704	Do not shun a book because one thing in it offends you, @CAPS1 a book is @CAPS1 someones dream	18
32770	4704	In short you would never crush your childs dreams	19
32771	4704	If your child wants to grow up and be a fireman you do not tell them that it is offensive to people so they cant	20
32772	4704	Why would you do something to someone elses dream who you have never met	21
32773	4704	Be a bigger person and allow that person to live there dream through a story	22
32774	4704	No matter the level of offiense you do not have to pick up the book and read it	23
32775	4704	the number one way to not be affended by a book that @MONTH1 affend you is to never read the book to start with.	24
32776	4705	Certain material that are made to offend people should be removed from shelves everywhere	0
32777	4705	I am against any material that are offensive to someone or something else	1
32778	4705	The three main reasons I am against this is because it is wrong to offend others, offending others can lead to personal issues, and offending others or something else will eventually tire out	2
32779	4705	To simply write a book or a magazine, or make a movie just to offend someone or something is wrong	3
32780	4705	People should always treat others the way that they would like to be treated	4
32781	4705	For someone to make negative lyrics about a person or something says something about the person who made that song	5
32782	4705	Maybe that person has personal issues	6
32783	4705	In order for that person to ignore their personal issues, they make fun of someone else	7
32784	4705	Offending other people can lead to personal problems	8
32785	4705	How	9
32786	4705	If someone steadily talks about you or, on a daily basis, offends you, people can get depressed	10
32787	4705	They can start believing that they are nothing	11
32788	4705	I remember a girl in the eighth grade told everyone that I was a 'garden tool' and that I would do anything for a piece of change	12
32789	4705	She also made a song, taunting me everyday about how I looked	13
32790	4705	She actually recorded it and passed it out at school	14
32791	4705	People heard it, and like followers, they started taunting me, too	15
32792	4705	I soon became depressed	16
32793	4705	I got so bad to the point that I was suicidal	17
32794	4705	I thought the world would be a better place without me	18
32795	4705	I had to go see a shrink to get over those thoughts	19
32796	4705	What other people do to you or say about you can have a bad effect on them	20
32797	4705	Last but not least, people will eventually get tired of hearing bad things about someone	21
32798	4705	The victim will get tired of being teased or talked about	22
32799	4705	People would stop listening to that negative garbage	23
32800	4705	If people stop supporting that degrading stuff, then the author wouldn't have anything to write about	24
32801	4705	The singer wouldn't have anything to sing about	25
32802	4705	Their career will have gone down the drain because there is no future in offending others	26
32803	4705	There are many reasons why offensive materials should be removed from the shelves in libraries, stores, and everywhere else	27
32804	4705	These negative comments will get nowhere in life	28
32805	4705	As I brought out in my body, it's simply wrong to offend others, it can lead to personal issues, and it will eventually tire out or get old	29
32806	4705	Nothing good comes from making people feel bad	30
32807	4705	So once again, these negative materials should be abolished everywhere.	31
32808	4706	In my personal opinon I think that those books that have things that you don't want to read or you think are offensive should stay	0
32809	4706	It's not like that person that is offended by it has to read it	1
32810	4706	Say you are in the library and you see a book that you think offends you	2
32811	4706	You think to your self that book should be removed from the library just because you think it is offensive, but you have to think in other peoples shoes	3
32812	4706	Just becaus you think a book is offensive doesn't mean that everyone else will think it is	4
32813	4706	That is why they have age groups and grade levels that are set up so a kid who likes picture books will not get stuck with a book that has curse words or other things that are meant for adults	5
32814	4706	Same concept with movies, magazines, music, and etc	6
32815	4706	Take this for example	7
32816	4706	I was walking through the library when I saw a book called @CAPS1 the @ORGANIZATION1, and I thought to myself that looks like a stupid book and I wouldn't want to read it	8
32817	4706	I think that they should throw this book away	9
32818	4706	Now lets think does that sound fair	10
32819	4706	Maybe that is some kids favorite book and when he comes in there the next day it is gone	11
32820	4706	What about this, lets say you go in to look for your favorite book and you find out that someone found it offensive or someone just didn't like it as much as you did so they threw it away	12
32821	4706	Doesn't seem to fair does it	13
32822	4706	In conclusion that is what i think about removing books that are offensive or some people just don't like	14
32823	4706	I think they should leave it on there because we shouldn't remove it based on our personal opinon.	15
32824	4707	There's bad, and good books out there	0
32825	4707	Some people find different books affensive, to what they do	1
32826	4707	Other's like the books that other people dislike	2
32827	4707	In a way books are both bad and good	3
32828	4707	Good, because people start to read better after reading a lot, and bad because a lot of people dislike to read	4
32829	4707	I think that when you go in a library there should be impropet books for people to read	5
32830	4707	Children go in library's, what if they pick up a bad book and form horriable habits	6
32831	4707	Children, and adults have very different views on what to read	7
32832	4707	Kids want to read fairytale stories, etc	8
32833	4707	Adult's on otherhand enjoy mystery storys about murder, and such	9
32834	4707	Yes, library's can let people check out any book they find interesting	10
32835	4707	But, what if that book is bad for there children to see lying around	11
32836	4707	It's simple if you make sure you don't leave your books just lying anywhere, kid's wouldn't form bad habits, or discover anything there not suppose to know	12
32837	4707	Kid's are noises, and they will try to read your books, or see something bad on a magizine	13
32838	4707	In library's, there is the children's section, and the adult section	14
32839	4707	That helps in some way's, but your child can still find that bad book, etc at home	15
32840	4707	Parents can keep from this for the safety of there childrens thought's, or qeustions about that certain book, etc that they found	16
32841	4707	It's good to just put thing's away when your done, and keep every bad book, etc out of your childs react	17
32842	4707	Books are bad, and good	18
32843	4707	You can find the information you need, or something you really don't want to read about, or see	19
32844	4707	Books have stuff that we sometime's need to know, and want to know more about	20
32845	4707	If your kid finds a misleading book, make sure they didn't read it, or look at it	21
32846	4707	and just hide it away from them	22
32847	4707	In the end, the problem will be solved.	23
32848	4708	Censorship      @CAPS1 you are trying to find the right book, music, movie, magizine, you @MONTH1 come across some interesting ones	0
32849	4708	Should libraries ban certain books just because of some contend on one page	1
32850	4708	The person has that ability to read that book or not	2
32851	4708	Banning books has been a huge problem in today's society and needs to be stopped	3
32852	4708	People should be old enough to choose a book that they enjoy and not have to worry about, does this libary have the book that I want	4
32853	4708	They should not have to think that way @CAPS1 going to a library	5
32854	4708	@CAPS1 you think of some of the worst books out there, who would want to read those anyway	6
32855	4708	Many books that people think are bad just have a terrible word on one page	7
32856	4708	They do not think that they are banning a perfectly good book for others	8
32857	4708	@PERSON2's '@CAPS2 @CAPS3' was a big upror wheather or not to put the book on the shelfs	9
32858	4708	The book intailed the @CAPS4 word, and some people were not pleased in this sequence	10
32859	4708	The book was very well written and just had a few bad words	11
32860	4708	Should a few bad words keep a book from being a prize winner	12
32861	4708	The book was such a great story and should be read by many people and should not be kept in a storage room in boxes	13
32862	4708	There are many ways to keep a certain age from gettting a certain book	14
32863	4708	The library could put those certain books in @CAPS5 own part of the library	15
32864	4708	Keeping the books in a different part of the library might be a better suited way instead of banning the books altogether	16
32865	4708	The book still will be censored to be in that section or not, but we still will have those wonderful books that we all love so much	17
32866	4708	What if there was a great informative book about how to do a certain task and no one knew how to do it	18
32867	4708	That book contained bad language, should the health and knowledge of the world go down because of some bad material in a book, that could help us in the near future	19
32868	4708	Authors have just the same right as we do	20
32869	4708	They should get a say in wheather @CAPS5 own book is liable to be on the shelfs	21
32870	4708	The government should not get all the say in this series matter in hand	22
32871	4708	The community and the author that writes it should get more of the say then anyone else	23
32872	4708	@CAPS1 an author writes a novel they think of the great content they are putting into this great piece of art not thinking of, is this suitable for children to read	24
32873	4708	The author just loves to write and should not have to think of all the concerns that they should just not worry about	25
32874	4708	There is this book we read this year called '@CAPS5 @CAPS6 Are @CAPS7 @CAPS8'	26
32875	4708	This book had language that I do not think would be suitable for others in some content that was in the novel	27
32876	4708	Now do I think the the novel should be banned from a library	28
32877	4708	No, because it used the words in a very nonviolent way	29
32878	4708	@CAPS1 reading it I felt that I was not harmed by the content and neither were any of my fellow classmates	30
32879	4708	@PERSON1 was the author of this book and I thought she did an excellent job of writing this piece of literature	31
32880	4708	So the next time you think of banning a book think of all the warm hearts you could be crushing	32
32881	4709	In my opinion everyone should have a right to go to the library and get whatever book, magazine, movie, and music they what	0
32882	4709	People go to the library for a lot of reason computers, books, etc	1
32883	4709	Also having a public library comes handy for people that don't have a computer at home	2
32884	4709	It's a public library you should be able to go there an find about anything you need book or movie wise	3
32885	4709	Everyone has differnt likes an interests about their books or movies, and i'm sure people go to the library an expect them to have what they are looking for	4
32886	4709	Some people do go to the library an not find what there looking for	5
32887	4709	Then people get mad an upset cause they figured the library would have it an they don't	6
32888	4709	But yes I think that there should be any kind of magazine, movie, or book at the library that you need	7
32889	4709	I mean it's a library they should have it all	8
32890	4709	Also people have the right to go get whatever book, or movie they want	9
32891	4709	It's called freedom everyone is diffrent and everyone likes diffrent things	10
32892	4709	There has been a few times I have went to our library to find books or movies an they didn't have them	11
32893	4709	You would think that a library would have a book or movie over trying to potty train a toddler, but they didn't	12
32894	4709	I think that they should have any an every kind of book, magazine, an movie you want at the library	13
32895	4709	Yeah some people @MONTH1 take offense to it but who cares obviously they don't want it so leave it an go get what you want	14
32896	4709	Just cause you don't like it don't mean other people don't	15
32897	4709	So no I don't think just cause some people don't like them they should be removed from the shelves	16
32898	4709	So no i absolutely do not think that any books, movies, magazines should be removed from the shevles	17
32899	4709	You are who  you are an you like what you like it shoudn't matter what other people think about it as long as it's what you like	18
32900	4709	So in my opinion the library should be a good use to everyone, and leave the books, magazines, etc	19
32901	4709	on the shevles for the people who do like to read or watch them	20
32902	4710	I think that certain materials, such as books, music, movies, magazines, etc., should not be removed from shelves if they are found offensive	0
32903	4710	People enjoy books with offensive language or content, people love to feel the engery or tone of the writer	1
32904	4710	I personal love offensive langauge if everything was censored it would feel like everything is dull and fake	2
32905	4710	'Your @CAPS1****** cheating on me @CAPS2****', @CAPS3 you feel the wow in body	3
32906	4710	Now look if i censor it 'Your cheating on me @PERSON1' it felt dull and if you got cheated on before you probably thought of ten different thing you would have said differently and uncensored	4
32907	4710	If your a parent who don't want their child reading or seeing this you should try to teach or keep your child away from this	5
32908	4710	Instead of removing why not just move them to an @NUM1+ section of the library	6
32909	4710	The @NUM1+ section will warn kids and parent what their getting into if their parent don't want them to be exposed to reality them then that means they should not be in that area	7
32910	4710	libraries are usually divided into section but if not if you ask local libraries if they divide adult and children books into section of the libraries then they should tell you.	8
32911	4711	Censorship in the @CAPS1     @CAPS2, what is offensive to some @MONTH1 not be to others	0
32912	4711	So how do we know when expressing ourselves in an artistic manner that we've gone to far	1
32913	4711	We don't and thats why censorship is such a controversial topic	2
32914	4711	In the music industry recently there has been messages in songs and music videos that aren't the best suited for teenagers	3
32915	4711	Being a teenager is a time of constant turmoil in one's life, you are required to make decisions that will define you as a person	4
32916	4711	When songs out there are about drug use and other crimes teens see them as cool things and follow along cause they see them as everyday activities that can do no harm but little do they know that they are wrecking their life by doing this, so I somewhat agree with censorship in that kind of thing	5
32917	4711	In literature and art things take a more serious tone than in music and other media	6
32918	4711	With literature it's about conveying ones thoughts and feelings about a story or other subject	7
32919	4711	In art you express yourself vissually on a canvas or abstractly through other materials and forms, but in both ways you express your feelings and emotins	8
32920	4711	So censoring these would in turn censor one voice and emotions	9
32921	4711	When you take away a man's voice and emotions you are left with an empty shell of a person who will never know life to the fullest	10
32922	4711	As time has changed I have found that people have also changed	11
32923	4711	When @PERSON1 uses the '@CAPS3-word' in some of his literary works it didn't offend people at the time, but now times have changed	12
32924	4711	Now it's not ok that @PERSON1 used this word but on the other hand it's ok for rappers and others to say it every other word in their music	13
32925	4711	so how do we know what's offensive and what's not	14
32926	4711	well it's all from the reader, listener, or viewer's point of view	15
32927	4711	These days parents try to sheild their children from the outside world and make it seem that it's all rainbows and butterflies by censoring things the children might be subject to read, hear, or see in their day to day lives	16
32928	4711	This does not solve the problems in the world there will always be war, crime, and death no matter how hard we try to stop it as long as there's 'good' there will always be 'bad'	17
32929	4711	All loyalties aside in my honest opinion I believe censorship in the @CAPS1 is a bad idea and will never work to solve actual problems with the world	18
32930	4711	It will just cover them up just like the dialouge or image they so badly want to go away.	19
32931	4712	Although it is a new day and age where damand is high for elctronic books, hard back and paper back books are not obsolete quite yet	0
32932	4712	Many people still like the old tradition of traveling to libraries, and starting the quest for the perfect book	1
32933	4712	Also, with the economy at a downfall, it is the cheaper way to go	2
32934	4712	But the big question is, can people find everything they desire at their local library	3
32935	4712	For some people that maynot be the case because of library censoring	4
32936	4712	Yes it is true that many libraries now censore many things that they would think would be inapproite for childrens eyes	5
32937	4712	I agree that some things should not be displayed on shelves at libraries	6
32938	4712	Although some adults or teens desire more mature actricles, these things should not be avaible for children to view	7
32939	4712	One of the most loyal customers to the library are children and their parents	8
32940	4712	Parents do not want their children to be exposed to explicet materials at that young of an age	9
32941	4712	Also if libraries lose young families as customers, that would be almost half their clientel gone down the drain	10
32942	4712	So next time when you want to buy something that maybe to mature for children, you might want to reconsider going to the library	11
32943	4712	Instead go to a book store and buy whatever you need there	12
32944	4712	Keep children in a safe, innocent environment	13
32945	4713	Do I believe certain material, such as books, music, movies, magazines, etc., should be removed from shelves if they are found offensive	0
32946	4713	No, just because a book or song or magazine article or movie is offensive does not mean that we should have the right to take it off the shelves	1
32947	4713	Sure we have a right to remove that book but there are a lot things that are going to offend people	2
32948	4713	Just because someone comes across an offensive book at the library doesn't mean that they should have to go through so much work to get it removed off the shelf	3
32949	4713	Its not worth the trouble for just a book that you could just simply look past and look at other books	4
32950	4713	If it was possible for anyone to just take a book off a shelf because they thought it was offensive we would have a lot of empy book stores	5
32951	4713	Because face it people can and will be offended easily if something they believe, like religion, is being made fun of in a book that they had read about	6
32952	4713	We all get offended but just move on from it and find something different	7
32953	4713	We are not forced to read that book or listen to that song or look at the magazine	8
32954	4713	We have a choice and the choice can be to move on and read or look at something different, more positive, or go through the process to get it removed and taken off the shelf	9
32955	4713	You never know someone else might think that maybe that article in that magazine was benefitial or relating	10
32956	4713	So it should not be up to one person, but if a whole community has a problem with a book then I can see removing it can be an option	11
32957	4714	I think that some books in the library some people might take offensive	0
32958	4714	But some of those books have a meaning behind it	1
32959	4714	I think theres one book out there that alot of people love to read, and that is @CAPS1 @CAPS2	2
32960	4714	The book uses the '@CAPS3' word alot and many people take that offensive, but why	3
32961	4714	There was a big arguement about alot of book companies changing the word in the book to @CAPS4 @CAPS5	4
32962	4714	From my perspective I think it should stay the same	5
32963	4714	Why change that now	6
32964	4714	Many english teachers use that book because it talks about a white boy named @CAPS6 saving @PERSON1	7
32965	4714	Its not being used in a bad why at all just using the terms of how they did back in the olden days	8
32966	4714	The book is strong and shows readers a strong aspect in life	9
32967	4714	Yes you shouldn't go around saying that word, but also not change it now, after its been out for along time to the public	10
32968	4714	The book would not bring the same meaning as it would if it is  being changed	11
32969	4715	Katherine Paterson wrote about the true impact of censoring what is put in a library	0
32970	4715	In the quote she mentions how if what every single person finds offensive is removed, eventually nothing is left	1
32971	4715	The question of, 'Should library content be censored?' is a largely debated question	2
32972	4715	There is a simple answer to this question	3
32973	4715	It should not be censored	4
32974	4715	Views on what should be censored and why, vary based on type of person and their background	5
32975	4715	As Katherine Paterson said, 'All of us can think of a book that we hope none of our children or any other children have taken off the shelf	6
32976	4715	But if I have the right to remove that book from the shelf-that work I abhor-then you also have exactly the same right and so does everyone else	7
32977	4715	And then we have no books left on the shelf for any of us.'  @PERSON2 made the observation that most people would not think far enough to realize	8
32978	4715	The most logical thing is to not censor what works are put into libraries	9
32979	4715	As was previously stated, once every person pulls what they deem should not be on shelves, the library will be but a building without books	10
32980	4715	To keep children from getting into certain types of literature, movies, and music, libraries could have a section set off within the adult section for these works	11
32981	4715	Many public libraries do not even have these types of items that would be so highly disputed for the simple fact that if the library does not even carry it, they do not have to worry about issues	12
32982	4715	These public institutions are working for the best of the visitors, and if there are works needing to be kept from the childrens' section, there is no doubt that this would be taken care of appropriately	13
32983	4715	The topic of censorship is a very touchy subject to start with	14
32984	4715	This goes back to the debate of what exactly should be censored	15
32985	4715	The problem with what is 'explicit,' is that there is no black and white line	16
32986	4715	Does a book become inappropriate because a teen girl becomes pregnant within the pages	17
32987	4715	In some eyes, the fact that a teenager got inpregnated within a book makes it inappropriate, but critics will argue that this is life and to shield the world from reality makes us all blind	18
32988	4715	Proper instillation of morals and values on the homefront will help young citizens make intelligent choices, but expecting the world to censor itself for each individual is something that would never be possible	19
32989	4715	Censorship in libraries is a touchy subject, but like Katherine Paterson said, if every person in the world removed what they thought inappropriate, there would be no books left	20
32990	4715	This truth being stated, censorship in libraries should be stopped before every book is gone	21
32991	4715	As the world turns, life cannot be stopped because bad or inappropriate things exist	22
32992	4715	It can only be learned that yes, these things @MONTH1 exist, but by using better judgement the whole world can get along just fine without trying to remove everything 'bad.'	23
32993	4718	If I found a book that I thought was innapropiate for others to read, I would ask the librarian to check into to see what she thinks about the book(s)	0
32994	4718	If she believed they were offensive, then she could remove the book(s) without any questions being asked	1
32995	4718	If she was in the middle on a book and didn't know whether she should remove, she could take a vote or tally on that book and then go from there to see if it did needed removed	2
32996	4718	The only way I would find a book to be offensive is if it had pictures that were not appropiate for people to look at and it also depends on how old you are	3
32997	4718	Another offensive object would be too many words that involved foul language and or racism	4
32998	4718	If i found a movie that was offensive, I would just ask that it would be moved to a place that only mature adults should watch or some teenagers	5
32999	4718	My opinion can't remove an object from its place unless there were multiple complaints about the book or movie and ect	6
33000	4718	Some movies and books should be removed from shelves because younger kids get a hold of these movies ans watch them and then go out into the real world and do these bad actions that was on the film	7
33001	4718	For example, if the movie/book was about drugs, then some kids would think it was alright for them to do because they  saw it on tv	8
33002	4718	Some kids even get killed because they go out and try these dumb ideas they got from the book and or movie	9
33003	4718	But the parents also play a role by letting their kid watch these, I think if they would watch what their children do, then some of this won't happen	10
33004	4718	Music is another big thing that is becoming more and more out of control with offensive subjects	11
33005	4718	There is more foul language in music as it progresses	12
33006	4718	@NUM1 years ago, it wasn't that bad, but it's getting worse	13
33007	4718	I think some music should be banned because of the violence and sexual content it describes on the music	14
33008	4718	Some of the music I listen to, I just want to run it over with my vehicle because the whole song was about drugs, sexual content and or violence	15
33009	4718	I don't even know why an artist would want to write a song about bad content because they know younger people will hear it	16
33010	4718	I think offensive music has an effect on the violence that actually occurs in today's society because there might be some racism	17
33011	4718	I'm not trying to blame the artists or say it their fault, but I think they should think twice about their songs before they release it so everyone can listen to it	18
33012	4718	Everyone is entitled to their own opinion, but some things should not be on the shelves for our kids and children to listen to and or watch	19
33013	4718	I think there will be something done, but it will take time	20
33014	4719	'All of us can think of a book that we hope none of our children or any other children have taken off the shelf	0
33015	4719	But if I have the right to remove that book from the shelf-- that work I abhor--then you also have exactly yhe same right and so does everyone else	1
33016	4719	And then we have no books left on the shelf for any of us,' states Katherine Paterson	2
33017	4719	Books and movies all over the world are being censored and removed from libraries, day after day, due to their explicit content	3
33018	4719	I believe that books, movies, and magazines should not be removed from the shelf, and that they are there for a genuine purpose	4
33019	4719	Explicit objects should not be censored because a human being should have a judgement of their own, children's parents have a right to exclude the material from the child's life, and some material can be useful in life and someone @MONTH1 learn from @CAPS3	5
33020	4719	Children everywhere are being influenced by books, magazines, movies, and even songs	6
33021	4719	Some people argue that these harmful materials are affecting how kids behave and act	7
33022	4719	I, however, believe that a child should have superb morals and values to know right from wrong	8
33023	4719	For example, if a child happens to see a pornography magazine lingering on a shelf of their local grocerey store, they should know that no matter how temping @CAPS3 @MONTH1 be, that buying that pornography magazine would be wrong	9
33024	4719	From birth, parents are constantly teaching their children what is right and what is wrong	10
33025	4719	They attempt to teach their children the basics: that drugs, alcohol, and smoking will corrupt their health	11
33026	4719	@CAPS3 doesn't matter if a child sees someone doing drugs in a movie or hears a song about a teenager getting drunk	12
33027	4719	They should not be influenced by this because by using their logic, they should infer that what is being read or listened to isn't always the right thing to do	13
33028	4719	Everyday, children's parents have the right to exclude harmful material from a child's life	14
33029	4719	After all, they are a superior figure in the child's life, and the child will always look up to them to lead the way	15
33030	4719	At most local theaters now, you have to be seventeen to see a rated '@CAPS1' movie	16
33031	4719	A lot of theaters allow a child to view a rated '@CAPS1' movie, no matter what age, as long as they have a parent or a gardian present	17
33032	4719	Movie theaters feel that by having a child's parent there would help immensly because the parent is choosing for their child to watch that particular movie, instead of the child viewing the movie without their permission	18
33033	4719	If a parent doesn't want their child to view a raunchy movie, they can simple say, 'NO!' @CAPS3's as simple as that	19
33034	4719	If a parent feels that a movie is decent for a child to watch, then go ahead and let them watch that material	20
33035	4719	Parental agreement should always be a main factor in determined whether or not a child could view a particular movie or read a certain provacative book	21
33036	4719	If all offensive books and movies were removed from the shelf, we would be living in a structured world where no one would learn any more than what they already knew	22
33037	4719	Life @MONTH1 possibly become rather boring	23
33038	4719	Although, some people @MONTH1 find books and songs to be offensive, others @MONTH1 contribute from these materials	24
33039	4719	A child @MONTH1 pick up a book, start reading, and discover some disturbing thoughts that they never would have encountered beyond picking up that book	25
33040	4719	They would never of learned such things	26
33041	4719	Reading information like this, creates a move advanced society	27
33042	4719	Adults and children are becoming smarter each day	28
33043	4719	Any parent would agree that they would love any opprotunity to arise for their children to become smarter and more wiser than they already were	29
33044	4719	Songs, movies, books, and magazines could provide that for their child	30
33045	4719	Reading is an escape from a jungle of wild monkies for some children	31
33046	4719	They @MONTH1 use a book to get away from the struggles of everyday life and get lost within its lively pages	32
33047	4719	If more and more books are being censored and thrown out, that equates to less books a child could have an opprotunity to discover	33
33048	4719	I once read that even @CAPS4 classes all over the world are not allowing their students to read The @CAPS5 of @CAPS6 @CAPS7	34
33049	4719	The teachers find this book to be too inappropriate for their students	35
33050	4719	This is unfair for any student, because this novel is inspiring and life changing, so they are definitely missing out	36
33051	4719	Also, movies and songs are provided for one's pure entertainment, so @CAPS3 shouldn't always matter if its crude	37
33052	4719	A child or young adult @MONTH1 learn things that they never thought imaginable through provided public materials	38
33053	4719	In conclusion, books, magaizines, movies, and music are one's individual way of expressing themself	39
33054	4719	They should not be censored because a human being should have a judgement of their own, parents have the right to exclude offensive material from a child's life, and material, not matter how crude @CAPS3 @MONTH1 be, can be used as a learning tool	40
33055	4719	If more and more material is being removed from our local libraries, @CAPS3's almost like authors are being punished for being unique	41
33056	4719	Our children won't be exposed to as much, therefore, they won't learn and grow from @CAPS3	42
33057	4719	Do you really want our society to prohibit intelectual thinking just because they think certain material @MONTH1 be offensive	43
33058	4719	Think about @CAPS3	44
33059	4720	I believe that profanity has a good side and a bad side	0
